spot,location,spectra,mineralogy,C_concentration_apparent,O_concentration_apparent,Na_concentration_apparent,Mg_concentration_apparent,Al_concentration_apparent,Si_concentration_apparent,S_concentration_apparent,K_concentration_apparent,Ca_concentration_apparent,Fe_concentration_apparent,Ag_concentration_apparent,P_concentration_apparent,Ti_concentration_apparent,F_concentration_apparent,Cl_concentration_apparent,Zr_concentration_apparent,Ar_concentration_apparent,Y_concentration_apparent,Mn_concentration_apparent,Th_concentration_apparent,Zn_concentration_apparent,C_wtper,O_wtper,Na_wtper,Mg_wtper,Al_wtper,Si_wtper,S_wtper,K_wtper,Ca_wtper,Fe_wtper,Ag_wtper,P_wtper,Ti_wtper,F_wtper,Cl_wtper,Zr_wtper,Ar_wtper,Y_wtper,Mn_wtper,Th_wtper,Zn_wtper
10,point,278,rock,0.07,0.65,0,0.05,0.85,4.63,0.05,0.32,0.23,0.31,0,0,0,0,0,0,0,0,0,0,0,4.59,7.08,0,0.53,10.47,62.45,0.83,4.82,3.58,5.64,0,0,0,0,0,0,0,0,0,0,0
10,point,279,rock,0.6,15.8,0.06,0.33,4.46,6.16,0.17,0.83,0.2,0.86,0,0,0.09,0,0,0,0,0,0,0,0,8.1,40.21,0.14,1.14,16.23,24.2,0.72,3.48,0.87,4.44,0,0,0.47,0,0,0,0,0,0,0,0
10,point,280,rock,1.33,6.82,0.05,0.13,1.69,3.46,0.97,0.35,0.45,0.29,0,0.08,0,0,0,0,0,0,0,0,0,26.07,29.56,0.17,0.69,9.25,20.11,6.32,2.21,2.93,2.32,0,0.35,0,0,0,0,0,0,0,0,0
10,point,281,rock,0.26,3.18,0,0.13,2.78,4.61,0.12,0.59,0.18,0.53,0.03,0,0.06,0,0,0,0,0,0,0,0,8.76,18.76,0,0.87,20.2,37.01,1.07,5.09,1.61,5.6,0.37,0,0.66,0,0,0,0,0,0,0,0
10,point,282,rock,0.52,7.44,0.04,0.31,3,4.61,0.38,0.85,0.51,0.68,0,0,0.1,0,0,0,0,0,0,0,0,10.71,29.79,0.13,1.56,15.62,25.86,2.36,5.06,3.15,5.06,0,0,0.7,0,0,0,0,0,0,0,0
10,point,283,rock,2.07,12.66,0.08,0.29,3.55,5.04,0.63,0.8,0.44,0.5,0,0,0.07,0,0,0,0,0,0,0,0,24.1,33.4,0.18,0.96,12.29,18.65,2.58,3.18,1.81,2.51,0,0,0.33,0,0,0,0,0,0,0,0
10,point,284,rock,0.28,2.83,0,0.09,1.5,2.43,0.25,0.48,0.18,0.67,0.05,0,0.26,0,0,0,0,0,0,0,0,11.28,22.69,0,0.87,14.92,26.06,2.97,5.38,2.1,9.41,0.74,0,3.58,0,0,0,0,0,0,0,0
10,point,285,rock,3.08,3.42,0,0.03,0.46,0.76,0.87,0.06,2.41,0.1,0.17,0,0,0,0,0,0,0,0,0,0,46.78,19.65,0,0.18,2.79,4.79,6,0.42,16.98,0.84,1.57,0,0,0,0,0,0,0,0,0,0
10,point,286,rock,7.52,7.04,0.05,0.05,0.67,0.88,1.78,0.1,0.32,0.18,0,0,0,0,0,0,0,0,0,0,0,63.24,21.08,0.12,0.16,2.34,3.19,7.21,0.41,1.32,0.94,0,0,0,0,0,0,0,0,0,0,0
10,point,287,rock,2.65,1.33,0,0.03,0.18,0.35,2.25,0.06,0.3,0.46,0.04,0,0,0,0,0,0,0,0,0,0,60.29,8.82,0,0.22,1.3,2.61,18.51,0.51,2.55,4.81,0.4,0,0,0,0,0,0,0,0,0,0
10,point,288,rock,1.09,2.66,0.02,0.12,1.27,1.68,0.76,0.22,0.69,0.25,0,0.16,0,0,0,0,0,0,0,0,0,32.71,19.45,0.11,0.98,10.74,15.15,7.65,2.1,6.93,3.12,0,1.05,0,0,0,0,0,0,0,0,0
10,point,289,rock,6.51,3.89,0,0.05,0.44,0.55,1.74,0.1,1.05,0.11,0.04,0,0,0,0,0,0,0,0,0,0,65.78,14.85,0,0.22,1.83,2.39,8.38,0.47,5.17,0.67,0.26,0,0,0,0,0,0,0,0,0,0
10,point,290,rock,0.32,7.39,0,0.17,3.11,5.37,0.15,0.52,0.15,0.63,0,0,0.09,0,0,0,0,0,0,0,0,7.65,30.58,0,0.9,17.24,32.47,1.05,3.39,0.98,4.99,0,0,0.75,0,0,0,0,0,0,0,0
10,point,291,rock,0.58,1.66,0.02,0.09,1.45,2.03,0.82,0.3,0.24,1.15,0,0,0.05,0,0,0,0,0,0,0,0,22.32,12.68,0.1,0.83,13.48,20.22,9.02,3.22,2.58,14.96,0,0,0.59,0,0,0,0,0,0,0,0
10,point,292,mz84_seds,1.87,2.7,0.04,0.06,1.05,1.63,1.04,0.24,0.21,0.21,0.17,0,0,0,0,0,0,0,0,0,0,44.71,17.21,0.21,0.44,7.7,12.63,8.96,2.03,1.84,2.26,2,0,0,0,0,0,0,0,0,0,0
10,point,293,rock,2.46,6.92,0.04,0.14,2.66,3.69,0.88,0.63,0.34,0.34,0.03,0,0.04,0,0,0,0,0,0,0,0,34.92,24.25,0.12,0.58,11.37,16.86,4.5,3.11,1.72,2.13,0.21,0,0.23,0,0,0,0,0,0,0,0
10,point,294,rock,0.2,5.73,0.02,0.11,2.74,4.14,0.07,0.41,0.64,0.5,0,0.27,0.08,0.18,0,0,0,0,0,0,0,5.55,29.27,0.1,0.68,18.23,29.99,0.53,3.13,5,4.74,0,1.48,0.75,0.55,0,0,0,0,0,0,0
10,point,295,rock,0.93,6.71,0.07,0.28,2.53,4.36,0.7,0.71,0.23,0.62,0,0,0.05,0,0,0,0,0,0,0,0,18.61,27.2,0.25,1.37,13.15,24.32,4.38,4.27,1.44,4.62,0,0,0.4,0,0,0,0,0,0,0,0
10,point,296,rock,0.1,0.96,0,0.05,1.59,2.53,0.13,0.47,0.13,0.38,0,0,0.03,0,0,0,0,0,0,0,0,6.6,11.3,0,0.67,22,38.93,2.26,7.71,2.24,7.64,0,0,0.65,0,0,0,0,0,0,0,0
10,point,297,rock,0.99,1.65,0,0,0.33,0.59,7.19,0.11,0.24,5.6,0,0,0.03,0,0,0,0,0,0,0,0,20.72,5.85,0,0,1.46,2.65,34.73,0.55,1.19,32.7,0,0,0.14,0,0,0,0,0,0,0,0
10,point,298,mz84_seds,0.48,1.16,0,0.04,1.12,1.59,0.17,0.47,0.18,0.51,0.04,0,0.07,0,0,0,0,0,0,0,0,24.17,13.26,0,0.48,14.85,22.72,2.72,7.14,2.83,9.66,0.86,0,1.32,0,0,0,0,0,0,0,0
10,point,299,rock,8.04,5.12,0.04,0.07,0.49,0.38,2.04,0.06,0.61,0.19,0.07,0,0,0,0,0,0,0,0,0,0,67.75,16.27,0.09,0.24,1.73,1.38,8.36,0.25,2.56,0.98,0.39,0,0,0,0,0,0,0,0,0,0
10,point,300,rock,7.26,3.28,0.02,0.02,0.39,0.6,1.05,0.09,0.08,0.07,0.21,0,0,0,0.03,0,0,0,0,0,0,73.27,13.45,0.08,0.1,1.76,2.82,5.49,0.46,0.45,0.47,1.49,0,0,0,0.18,0,0,0,0,0,0
10,point,301,rock,2.07,1.21,0.04,0.05,0.38,0.6,1.77,0.11,0.16,0.09,0,0,0,0,0,0,0,0,0,0,0,59.24,9.67,0.22,0.39,3.24,5.41,17.94,1.07,1.66,1.16,0,0,0,0,0,0,0,0,0,0,0
10,point,302,rock,3.23,2.02,0.03,0.03,0.16,0.22,2.07,0.04,0.15,0.05,0,0,0,0,0,0,0,0,0,0,0,65.46,12.8,0.14,0.21,1.12,1.56,16.65,0.29,1.26,0.52,0,0,0,0,0,0,0,0,0,0,0
10,point,303,rock,3.1,1.96,0.04,0.03,0.15,0.23,1.68,0.06,0.26,0.12,0,0.05,0,0,0,0,0,0,0,0,0,64.63,13.23,0.19,0.23,1.12,1.79,14.45,0.48,2.29,1.34,0,0.27,0,0,0,0,0,0,0,0,0
10,point,304,rock,1.05,0.59,0,0,0.21,0.24,0.38,0,0.04,0.07,16.51,0,0,0,0.17,0,0,0,0,0,0,8.25,2.74,0,0,0.81,0.91,1.49,0,0.18,0.33,84.63,0,0,0,0.65,0,0,0,0,0,0
10,point,305,rock,0.48,5.02,0,0.15,2.37,3.57,0.21,0.74,0.23,0.82,0,0,0.29,0,0,0,0,0,0,0,0,12.32,26.09,0,0.98,15.68,25.51,1.64,5.63,1.78,7.69,0,0,2.68,0,0,0,0,0,0,0,0
10,point,306,rock,2.48,3.73,0.03,0.11,1.2,1.88,1.11,0.23,1.26,0.29,0.04,0.09,0.04,0,0,0,0,0,0,0,0,42.52,18.57,0.12,0.56,6.69,11.05,7.26,1.47,8.31,2.36,0.36,0.39,0.35,0,0,0,0,0,0,0,0
10,point,307,rock,0.35,4.64,0.03,0.16,3.03,4.66,0.26,0.72,0.25,0.58,0,0,0.05,0,0,0,0,0,0,0,0,9.65,23.1,0.12,0.98,19.03,32.14,2.05,5.32,1.88,5.27,0,0,0.46,0,0,0,0,0,0,0,0
10,point,308,rock,0.23,3.09,0.02,0.12,2.38,3.49,0.33,0.58,0.21,0.81,0,0,0.19,0,0,0,0,0,0,0,0,7.99,19.79,0.1,0.88,18.98,30.39,3.23,5.35,1.95,9.16,0,0,2.16,0,0,0,0.02,0,0,0,0
10,point,309,rock,1.39,3.38,0.02,0.13,1.4,3.25,0.73,0.35,0.19,0.33,0.14,0,0.03,0,0,0,0,0,0,0,0,33.4,18.81,0.08,0.84,9.22,22.8,5.8,2.72,1.45,3.15,1.43,0,0.29,0,0,0,0,0,0,0,0
10,point,310,rock,0.61,13.8,0,0.22,4.48,5.3,0.14,0.47,0.14,0.35,0,0,0.04,0,0,0,0,0,0,0,0,9.73,40.47,0,0.86,18.75,24.17,0.72,2.26,0.69,2.12,0,0,0.24,0,0,0,0,0,0,0,0
10,point,311,rock,4.96,3.83,0.02,0.08,0.34,0.43,2.36,0.07,0.34,0.19,0,0,0,0,0,0,0,0,0,0,0,63.39,16.02,0.07,0.37,1.61,2.11,12.79,0.4,1.9,1.34,0,0,0,0,0,0,0,0,0,0,0
10,point,312,rock,1.68,6.49,0,0.21,1.97,3.22,0.31,0.46,0.13,0.43,3.14,0,0.03,0,0.04,0,0,0,0,0,0,22.29,25,0,0.89,8.7,14.89,1.58,2.23,0.65,2.56,20.79,0,0.21,0,0.22,0,0,0,0,0,0
10,point,313,rock,0.61,5.11,0,0.15,2.09,3.38,0.47,0.48,0.67,0.5,0,0.16,0.04,0,0,0,0,0,0,0,0,15.63,27.02,0,0.95,13.84,24.03,3.78,3.62,5.25,4.69,0,0.84,0.36,0,0,0,0,0,0,0,0
10,point,314,rock,0.38,9.7,0,0.13,4.42,4.84,0.16,0.77,0.15,0.39,0,0,0,0,0,0,0,0,0,0,0,7.53,34.85,0,0.63,21.73,26.23,0.99,4.42,0.88,2.74,0,0,0,0,0,0,0,0,0,0,0
10,point,315,rock,0.34,1.44,0,0.09,1.61,2.28,0.46,0.42,0.91,0.44,0,0.07,0.03,0,0,0,0,0,0,0,0,14.92,13.27,0,0.85,16.55,25.33,5.7,4.91,11.07,6.42,0,0.54,0.44,0,0,0,0,0,0,0,0
10,point,316,rock,0.85,10.44,1.92,0.09,2.81,7.39,0.19,0.21,0.06,0.57,0.04,0,0,0,0,0,0,0,0,0,0,13.87,30.83,5.32,0.35,11.49,32.37,0.93,0.99,0.28,3.33,0.24,0,0,0,0,0,0,0,0,0,0
10,point,317,rock,0.78,5.77,0.03,0.11,2.86,6.25,0.44,0.52,0.29,0.24,0.07,0,0.03,0,0,0,0,0,0,0,0,16.89,23.54,0.11,0.54,14.42,34.26,2.79,3.11,1.75,1.77,0.6,0,0.22,0,0,0,0,0,0,0,0
10,point,318,rock,0.45,8.67,0,0.17,2.76,5.36,0.12,0.66,0.2,0.69,0.04,0,0.04,0,0,0,0,0.07,0,0,0,9.28,33.31,0,0.84,14.29,30,0.75,3.94,1.25,5.11,0.32,0,0.31,0,0,0,0,0.58,0,0,0
10,point,319,rock,0.25,0.58,0.01,0.1,1.18,2.27,0.73,0.44,1.15,0.48,0,0,0.06,0,0,0,0,0,0,0,0,12.69,6.25,0.11,1.05,13.25,27.38,9.93,5.64,15.2,7.59,0,0,0.91,0,0,0,0,0,0,0,0
10,point,320,rock,2.75,7.8,0,0.14,2.24,3.8,0.98,0.66,0.36,0.32,0,0,0.03,0,0,0,0,0,0,0,0,36.23,25.96,0,0.54,9.1,16.47,4.76,3.13,1.73,1.9,0,0,0.18,0,0,0,0,0,0,0,0
10,point,321,rock,0.64,3.04,0,0.17,2.55,4.13,0.64,0.6,0.44,0.69,0.03,0,0.05,0,0,0.29,0,0,0,0,0,17.23,16.01,0,1.01,15.8,27.78,4.87,4.35,3.25,6.16,0.31,0,0.4,0,0,2.83,0,0,0,0,0
10,point,322,rock,0.48,5.22,0.02,0.14,2.8,3.88,0.24,0.54,0.32,0.59,0,0,0.07,0,0,0,0,0,0,0,0,12.59,26.31,0.1,0.87,18.12,27.41,1.86,4.06,2.49,5.51,0,0,0.69,0,0,0,0,0,0,0,0
10,point,323,rock,1.44,8.52,0.04,0.13,1.94,2.76,3.49,0.29,0.3,3.43,0.04,0,0.05,0,0,0,0,0,0,0,0,20.93,24.24,0.11,0.49,7.36,10.91,15.09,1.23,1.28,17.91,0.2,0,0.25,0,0,0,0,0,0,0,0
10,point,324,rock,0.2,16.7,0,0,0,14.68,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,3.22,41.83,0,0,0,54.76,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0
10,point,325,rock,1.48,10.82,0.06,0.12,3.78,4.91,1.01,0.57,0.14,1.1,0,0,0,0,0,0,0,0,0,0,0,20.65,30.73,0.15,0.43,14.33,20.01,4.59,2.51,0.62,5.98,0,0,0,0,0,0,0,0,0,0,0
10,point,326,rock,3.33,5.58,0,0.06,0.77,1.92,5.33,0.12,0.27,4.42,0.08,0,0,0,0,0,0,0,0,0,0,37.52,14.11,0,0.18,2.42,6.15,18.77,0.42,0.94,19.11,0.39,0,0,0,0,0,0,0,0,0,0
10,point,327,rock,2.62,8.49,0,0.09,0.57,0.86,0.45,0.15,8.03,0.2,0,0,0,0,0,0,0,0,0,0,0,23.24,31.8,0,0.36,2.22,3.42,1.96,0.59,35.33,1.08,0,0,0,0,0,0,0,0,0,0,0
10,point,328,rock,3.66,5.96,0.03,0.09,1.07,1.55,1.54,0.17,1.05,0.29,0,0,0.05,0,0,0.18,0,0,0,0,0,46.8,22.94,0.1,0.36,4.78,7.22,7.97,0.88,5.53,1.9,0,0,0.31,0,0,1.21,0,0,0,0,0
10,point,329,rock,4.16,3.76,0.03,0.11,0.94,1.32,1.46,0.2,0.95,0.48,0,0,0,0,0,0,0,0,0,0,0,54.71,15.9,0.09,0.48,4.45,6.57,8.05,1.1,5.32,3.32,0,0,0,0,0,0,0,0,0,0,0
10,point,330,rock,3.07,1.35,0,0.03,0.22,0.16,1.14,0.03,1.41,0.07,0.06,0,0,0,0,0,0,0,0,0,0,61.19,10.47,0,0.19,1.72,1.3,10.24,0.3,13.07,0.83,0.71,0,0,0,0,0,0,0,0,0,0
10,point,331,rock,5.73,3.69,0,0.02,0.12,0.07,2.06,0.02,0.35,0.08,0,0,0,0,0,0,0,0,0,0,0,68.81,16.05,0,0.1,0.58,0.33,11.5,0.11,1.99,0.54,0,0,0,0,0,0,0,0,0,0,0
10,point,332,rock,1.54,3.29,0.02,0.16,0.74,1.28,1.32,0.23,0.26,0.26,0,0,0.02,0,0,0,0,0,0,0,0,40.6,21.84,0.12,1.17,5.8,10.57,12.19,2.07,2.43,2.93,0,0,0.27,0,0,0,0,0,0,0,0
10,point,333,rock,0.26,1.27,0,0.02,0.24,2.33,2.96,0.07,0.42,2.53,0,0,0,0,0,0,0,0,0,0,0,10.71,8.33,0,0.14,1.98,19.34,27.4,0.63,3.87,27.61,0,0,0,0,0,0,0,0,0,0,0
10,point,334,rock,0.2,2.73,0,0,0.81,7.42,0.16,0.24,0.48,0.17,0,0,0.02,0,0,0,0,0,0,0,0,7.6,17.29,0,0,5.94,59.03,1.52,2.13,4.42,1.83,0,0,0.25,0,0,0,0,0,0,0,0
10,point,335,rock,0,0.13,0,0,0.17,0.33,0.1,0.23,2.1,0.3,0.06,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,4.6,8.89,2.81,6.12,60.79,10.61,2.12,0,0,0,0,0,0,0,0,0,0
10,point,336,rock,1.69,4.37,0,0.15,1.86,3,0.45,0.51,0.26,0.49,0,0,0.05,0,0,0,0,0,0,0,0,33.98,21.55,0,0.87,11.12,19.18,3.23,3.56,1.87,4.24,0,0,0.4,0,0,0,0,0,0,0,0
10,point,337,rock,0.78,11.67,0.04,0.26,3.9,6.05,0.61,0.9,0.12,0.78,0,0,0.06,0,0,0,0,0,0,0,0,11.92,33.78,0.11,0.98,15.28,25.63,2.92,4.09,0.58,4.37,0,0,0.35,0,0,0,0,0,0,0,0
10,point,338,rock,0.6,9.57,0.07,0.28,3.46,5.12,0.29,0.86,0.7,0.61,0,0,0.04,0,0,0,0,0,0,0,0,10.49,33.03,0.22,1.23,15.78,25.2,1.58,4.5,3.75,3.95,0,0,0.29,0,0,0,0,0,0,0,0
10,point,339,rock,1.56,6.49,0.03,0.13,1.61,2.77,0.8,0.28,2.16,0.32,0,0,0,0,0,0,0,0,0,0,0,25.65,28.43,0.09,0.64,8.27,15.08,4.82,1.64,13.01,2.37,0,0,0,0,0,0,0,0,0,0,0
10,point,340,rock,0.13,0.15,0,0,0.05,0.09,2.94,0.03,1.21,3.96,0,0,0,0,0,0,0,0,0,0,0,5.89,1.2,0,0,0.47,0.84,30.44,0.27,12.39,48.51,0,0,0,0,0,0,0,0,0,0,0
10,point,341,mz84_seds,1.67,1.36,0.02,0.04,0.29,1.73,1.32,0.06,0.8,0.12,0,0,0,0,0,0,0,0,0,0,0,48.26,10.72,0.14,0.32,2.42,15.08,13.05,0.57,8.02,1.43,0,0,0,0,0,0,0,0,0,0,0
10,point,342,rock,1.02,12,0.06,0.35,3.79,5.75,0.16,0.54,0.11,0.78,0,0,0.03,0,0.03,0,0,0.1,0,0,0,15.07,34.59,0.16,1.31,15.04,24.64,0.76,2.46,0.52,4.46,0,0,0.19,0,0.15,0,0,0.66,0,0,0
10,point,343,mz84_seds,0,0.68,0,0.02,0.33,0.61,0.08,0.22,0.32,0.32,0.38,0,0.03,0,0,0,0,0,0,0,0,0,18.71,0,0.58,10.07,19.17,2.8,7.05,10.91,12.7,16.8,0,1.21,0,0,0,0,0,0,0,0
10,point,344,mz84_seds,0.25,1.36,0,0.04,0.86,2.22,0.07,0.34,0.16,0.49,0.02,0,0.1,0,0,0,0,0,0,0,0,14.79,16.22,0,0.53,12.29,34.13,1.2,5.57,2.7,10.03,0.54,0,2.01,0,0,0,0,0,0,0,0
10,point,345,rock,3.73,1.84,0,0.03,0.11,0.23,2.27,0.03,0.39,0.06,0,0,0,0,0,0,0,0,0,0,0,66.94,10.71,0,0.17,0.67,1.49,16.36,0.21,2.88,0.57,0,0,0,0,0,0,0,0,0,0,0
10,point,346,rock,0.42,3.94,0,0.06,3.06,2.38,1.44,0.4,0.23,2.48,1.8,0,0.03,0,0.08,0,0,0,0,0,0,8.63,17,0,0.33,16.18,13.36,8.67,2.29,1.34,17.36,14.12,0,0.23,0,0.49,0,0,0,0,0,0
10,point,347,rock,1.55,2.19,0.05,0.05,0.6,0.87,1.33,0.13,2.39,0.13,0,1.26,0,0.11,0,0,0,0,0,0,0,35.71,14.61,0.24,0.34,4.07,6.16,10.6,0.96,19.17,1.31,0,6.45,0,0.38,0,0,0,0,0,0,0
10,point,348,rock,0.41,0.65,0.02,0.04,0.62,0.74,1.63,0.12,0.23,0.13,0,0,0,0,0,0,0,0,0,0,0,30.24,9.12,0.22,0.52,9.42,11.9,29.25,2.21,4.25,2.86,0,0,0,0,0,0,0,0,0,0,0
10,point,349,rock,1.04,13.5,0,0.19,4.51,5.6,0.41,0.51,0.27,0.41,0,0,0.03,0,0,0,0,0,0,0,0,14.66,37.03,0,0.67,17.01,22.95,1.87,2.22,1.21,2.21,0,0,0.18,0,0,0,0,0,0,0,0
10,point,350,rock,0.14,1.58,0.02,0.11,2.18,3.15,0.35,0.6,0.18,0.49,0,0,0.1,0,0,0,0,0,0,0,0,7.01,13.3,0.14,1.01,21.79,34.76,4.35,7.01,2.1,7.08,0,0,1.44,0,0,0,0,0,0,0,0
10,point,351,rock,0.51,5.16,0.04,0.16,3.57,4.56,0.11,1.06,0.21,0.55,0,0,0.82,0,0,0,0,0,0,0,0,10.89,23.06,0.14,0.82,19.17,26.75,0.73,6.57,1.34,4.21,0,0,6.3,0,0,0,0,0,0,0,0
10,point,352,rock,0.51,7.24,0.05,0.21,3.09,4.43,0.3,0.77,0.87,0.58,0,0,0.08,0,0,0.38,0,0,0,0,0,10.17,29.3,0.17,1,15.71,24.36,1.84,4.48,5.19,4.22,0,0,0.55,0,0,3.02,0,0,0,0,0
10,point,353,rock,0.59,8.24,0.05,0.17,3.11,4.52,0.17,0.55,0.2,0.6,0,0,0.08,0,0,0,0,0,0,0.06,0,12.12,32.62,0.18,0.86,16.57,26.14,1.13,3.41,1.28,4.57,0,0,0.58,0,0,0,0,0,0,0.55,0
10,point,354,rock,0.49,12.55,0,0.26,3.81,6.32,0.23,0.85,0.25,0.6,0,0,0.05,0,0,0,0,0,0,0,0,7.94,37.18,0,1.03,15.63,28,1.12,4.05,1.22,3.54,0,0,0.28,0,0,0,0,0,0,0,0
10,point,355,rock,1.54,2.97,0.05,0.16,1.42,4.67,0.98,0.5,0.3,0.36,0,0,0.02,0,0,0,0,0,0,0,0,33.73,14.42,0.17,0.86,7.92,27.75,6.68,3.3,2.01,2.96,0,0,0.18,0,0,0,0,0,0,0,0
10,point,356,mz84_seds,0.89,5.56,0,0.17,2.58,4.05,0.77,0.55,0.57,0.66,0,0,0.03,0,0,0,0,0,0,0,0,19.14,24.42,0,0.91,14.07,23.83,5.08,3.44,3.68,5.18,0,0,0.24,0,0,0,0,0,0,0,0
10,point,357,rock,3.31,7.45,0.06,0.19,2.17,3.1,1.08,0.49,0.34,0.39,0,0,0.04,0,0,0,0,0,0,0,0,40.97,24.6,0.17,0.71,8.75,13.26,5.14,2.29,1.62,2.26,0,0,0.23,0,0,0,0,0,0,0,0
10,point,358,rock,0,18.37,0.08,0,3.4,9.28,0.06,3.6,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,43.39,0.17,0,10.84,31.66,0.24,13.33,0,0.36,0,0,0,0,0,0,0,0,0,0,0
10,point,359,rock,0.92,13.69,0,0.03,4.98,5.13,0.27,0.07,0.09,0.39,0,0,0,0,0,0,0,0,0,0,0,14,38.79,0,0.13,20.06,22.67,1.33,0.34,0.42,2.26,0,0,0,0,0,0,0,0,0,0,0
10,point,360,rock,0.33,5.94,0.03,0.39,3.24,4.48,0.14,0.65,0.14,0.75,0,0,0.07,0,0,0,0,0,0,0,0,8.42,26.86,0.13,2.24,19.48,29.4,1,4.49,1.01,6.41,0,0,0.57,0,0,0,0,0,0,0,0
10,point,361,rock,0.87,4.71,0,0.21,2.79,3.73,0.55,0.68,0.42,0.63,0,0,0.07,0,0,0.23,0,0,0,0,0,19.39,21.94,0,1.16,15.86,22.94,3.76,4.46,2.82,5.11,0,0,0.53,0,0,2.03,0,0,0,0,0
